primary_run_id,primary_job_id,repo_full_name,os,requested_php,primary_conclusion,runtime_status,repeat_run_a,repeat_a_conclusion,repeat_a_job_id,repeat_run_b,repeat_b_conclusion,repeat_b_job_id,repeat_status,failure_stage,failure_category,portability_outcome,primary_job_url,repeat_a_job_url,repeat_b_job_url,evidence_source
35220810757,105200274166,Helg18/megadownloaderrobot,windows-2022,7.4,success,AVAILABLE,35269909018,success,105366390056,35314890357,success,105504354638,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200274166,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366390056,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504354638,GitHub Actions job result / runtime evidence artifact
35220810757,105200273260,HolgerHatGarKeineNode/einundzwanzig-portal,macos-14,8.4,success,AVAILABLE,35269909018,success,105366388810,35314890357,success,105504353846,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200273260,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366388810,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504353846,GitHub Actions job result / runtime evidence artifact
35220810757,105200273019,HolgerHatGarKeineNode/einundzwanzig-portal,ubuntu-22.04,8.4,success,AVAILABLE,35269909018,success,105366388707,35314890357,success,105504353819,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200273019,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366388707,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504353819,GitHub Actions job result / runtime evidence artifact
35220810757,105200273186,HolgerHatGarKeineNode/einundzwanzig-portal,windows-2022,8.4,success,AVAILABLE,35269909018,success,105366388818,35314890357,success,105504353859,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200273186,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366388818,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504353859,GitHub Actions job result / runtime evidence artifact
35220810757,105200276653,HugoJF/csgo-servers-admin-panel,macos-14,5.6,success,AVAILABLE,35269909018,success,105366392948,35314890357,success,105504356314,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276653,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366392948,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504356314,GitHub Actions job result / runtime evidence artifact
35220810757,105200276386,HugoJF/csgo-servers-admin-panel,ubuntu-22.04,5.6,success,AVAILABLE,35269909018,success,105366392210,35314890357,success,105504355944,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276386,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366392210,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504355944,GitHub Actions job result / runtime evidence artifact
35220810757,105200276438,HugoJF/csgo-servers-admin-panel,windows-2022,5.6,success,AVAILABLE,35269909018,success,105366392569,35314890357,success,105504355988,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276438,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366392569,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504355988,GitHub Actions job result / runtime evidence artifact
35220810757,105200276024,MateusHuebra/Termogram-bot,macos-14,7.4,success,AVAILABLE,35269909018,success,105366391994,35314890357,success,105504355877,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276024,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366391994,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504355877,GitHub Actions job result / runtime evidence artifact
35220810757,105200275653,MateusHuebra/Termogram-bot,ubuntu-22.04,7.4,success,AVAILABLE,35269909018,success,105366391758,35314890357,success,105504355661,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200275653,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366391758,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504355661,GitHub Actions job result / runtime evidence artifact
35220810757,105200275682,MateusHuebra/Termogram-bot,windows-2022,7.4,success,AVAILABLE,35269909018,success,105366391811,35314890357,success,105504355669,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200275682,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366391811,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504355669,GitHub Actions job result / runtime evidence artifact
35220810757,105200276335,MelonSmasher/Chocolatier,macos-14,7.4,success,AVAILABLE,35269909018,success,105366392313,35314890357,success,105504356060,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276335,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366392313,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504356060,GitHub Actions job result / runtime evidence artifact
35220810757,105200276172,MelonSmasher/Chocolatier,ubuntu-22.04,7.4,success,AVAILABLE,35269909018,success,105366391870,35314890357,success,105504356012,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276172,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366391870,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504356012,GitHub Actions job result / runtime evidence artifact
35220810757,105200276106,MelonSmasher/Chocolatier,windows-2022,7.4,success,AVAILABLE,35269909018,success,105366392077,35314890357,success,105504355996,STABLE_SUCCESS,,,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200276106,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35269909018/job/105366392077,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35314890357/job/105504355996,GitHub Actions job result / runtime evidence artifact
