primary_run_id,primary_job_id,repo_full_name,os,requested_php,primary_conclusion,runtime_status,failure_stage,failure_category,repeat_status,portability_outcome,primary_job_url,evidence_source
35220810757,105200271880,2KAbhishek/lacrud,macos-14,8.0,failure,UNAVAILABLE,runtime_provisioning,PHP runtime provisioning failure,STABLE_FAILURE,NON_REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200271880,GitHub Actions job log / runtime evidence artifact
35220810757,105200270210,404NotFoundIndonesia/raktrek,macos-14,8.1,failure,UNAVAILABLE,runtime_provisioning,PHP runtime provisioning failure,STABLE_SUCCESS,REPRODUCIBLE,https://github.com/dwiharyani/laravel-cross-os-portability/actions/runs/35220810757/job/105200270210,GitHub Actions job log / runtime evidence artifact
