project_id,repo_full_name,url,default_branch,latest_sha,stars,license,created_at,updated_at,pushed_at,size_kb,archived,fork,disabled,laravel_classification,artisan,app_dir,bootstrap_dir,config_dir,routes_dir,tests_dir_initial,recent_activity,parsed_pushed_at,tests_directory_present,phpunit_config_present,phpunit_config_file,composer_json_present,composer_lock_present,composer_test_script_present,composer_test_scripts,php_version_constraint,laravel_version_constraint,dockerfile_present,compose_present,compose_files,docker_present,eligible,exclusion_reason,screening_timestamp,php_min_version,php_max_version,php_constraint_count,php_multi_version,php_environment_group,laravel_min_version,laravel_max_version,laravel_constraint_count,laravel_multi_version,laravel_environment_group,environment_group,environment_complexity,testing_mechanism,activity_year
P940,sfauzi/book-career,https://github.com/sfauzi/book-career,main,,,,2025-06-16T03:54:39Z,2025-10-07T12:03:47Z,2025-10-07T12:03:43Z,1438.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-10-07T12:03:43+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:19:18.420211+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2025
P959,NoelDeMartin/lss,https://github.com/NoelDeMartin/lss,main,,,AGPL-3.0,2024-08-16T06:43:32Z,2026-09-08T09:15:28Z,2026-09-08T09:12:52Z,402.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-08T09:12:52+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@lint:check', '@types:check', '@php artisan test']",^8.2,^13.0,False,False,,False,True,Eligible,2026-09-11T14:19:36.852592+00:00,8.2.0,8.2.0,1,False,PHP-8.2,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.2__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P965,svareX/link-shortener,https://github.com/svareX/link-shortener,main,,,,2023-07-12T21:28:34Z,2026-03-24T10:10:10Z,2026-03-24T10:10:12Z,123.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-03-24T10:10:12+00:00,True,True,phpunit.xml,True,True,False,,^8.1,^10.10,False,False,,False,True,Eligible,2026-09-11T14:19:40.555367+00:00,8.1.0,8.1.0,1,False,PHP-8.1,10.10.0,10.10.0,1,False,Laravel-10,PHP-8.1__Laravel-10,Single constraint,PHPUnit,2026
P974,benjdiasaad/ERP,https://github.com/benjdiasaad/ERP,main,,,,2026-03-16T13:39:15Z,2026-05-01T11:53:36Z,2026-04-03T13:58:19Z,569.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-04-03T13:58:19+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:19:47.689627+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2026
P976,dcblogdev/laravel-admintw,https://github.com/dcblogdev/laravel-admintw,main,,,,2021-05-16T12:13:19Z,2026-07-22T15:10:21Z,2025-05-17T17:22:10Z,6527.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-05-17T17:22:10+00:00,True,True,phpunit.xml,True,True,True,"pest: pest | test: ['@pint', '@stan', '@pest-type-coverage', '@pest-coverage']",^8.2,^12.12.0,False,False,,False,True,Eligible,2026-09-11T14:19:52.701080+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.12.0,12.12.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2025
P994,BaseMax/LaravelBlogAssignment,https://github.com/BaseMax/LaravelBlogAssignment,main,,,GPL-3.0,2023-02-04T17:10:17Z,2026-09-04T12:19:02Z,2026-09-04T12:18:52Z,9433.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-04T12:18:52+00:00,True,True,phpunit.xml,True,True,False,,^8.0.2,^9.19,False,False,,False,True,Eligible,2026-09-11T14:20:07.932456+00:00,8.0.2,8.0.2,1,False,PHP-8.0,9.19.0,9.19.0,1,False,Laravel-9,PHP-8.0__Laravel-9,Single constraint,PHPUnit,2026
P1013,riodwanto/superduper-filament-starter-kit,https://github.com/riodwanto/superduper-filament-starter-kit,master,,,MIT,2024-02-25T20:32:42Z,2026-09-03T07:14:30Z,2025-10-10T04:12:18Z,11618.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-10-10T04:12:18+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^11.9,False,False,,False,True,Eligible,2026-09-11T14:20:21.150577+00:00,8.2.0,8.2.0,1,False,PHP-8.2,11.9.0,11.9.0,1,False,Laravel-11,PHP-8.2__Laravel-11,Single constraint,PHPUnit,2025
P1020,Devsome/silkpanel-cms,https://github.com/Devsome/silkpanel-cms,master,,,NOASSERTION,2026-02-03T21:19:43Z,2026-09-07T23:26:22Z,2026-09-07T23:26:17Z,295218.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-07T23:26:17+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.3,^13.0,False,False,,False,True,Eligible,2026-09-11T14:20:32.737487+00:00,8.3.0,8.3.0,1,False,PHP-8.3,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.3__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1022,dimasrizkyfebrian/orderbyte,https://github.com/dimasrizkyfebrian/orderbyte,main,,,,2025-06-19T01:03:26Z,2025-10-27T06:28:35Z,2025-10-26T01:12:50Z,838.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-10-26T01:12:50+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^11.0,False,False,,False,True,Eligible,2026-09-11T14:20:36.873336+00:00,8.2.0,8.2.0,1,False,PHP-8.2,11.0.0,11.0.0,1,False,Laravel-11,PHP-8.2__Laravel-11,Single constraint,PHPUnit,2025
P1033,devaslanphp/forumium,https://github.com/devaslanphp/forumium,master,,,MIT,2022-12-21T13:55:05Z,2026-06-27T11:31:41Z,2025-08-20T19:36:43Z,1372.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-08-20T19:36:43+00:00,True,True,phpunit.xml,True,True,True,test: ['./vendor/bin/pest'],^8.1,^10.0,False,False,,False,True,Eligible,2026-09-11T14:20:40.983837+00:00,8.1.0,8.1.0,1,False,PHP-8.1,10.0.0,10.0.0,1,False,Laravel-10,PHP-8.1__Laravel-10,Single constraint,PHPUnit + Composer test,2025
P1035,invoiceninja/invoiceninja,https://github.com/invoiceninja/invoiceninja,v5-stable,,,NOASSERTION,2013-11-26T12:30:05Z,2026-09-10T15:50:47Z,2026-09-10T02:52:11Z,4237319.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-10T02:52:11+00:00,True,True,phpunit.xml,True,True,True,test: phpunit | test-coverage: phpunit --coverage-html coverage,^8.2|^8.3|^8.4|^8.5,^12,False,False,,False,True,Eligible,2026-09-11T14:20:45.562002+00:00,8.2.0,8.5.0,4,True,"PHP-Multi[8.2,8.3,8.4,8.5]",12.0.0,12.0.0,1,False,Laravel-12,"PHP-Multi[8.2,8.3,8.4,8.5]__Laravel-12",Multi-PHP,PHPUnit + Composer test,2026
P1038,akaunting/akaunting,https://github.com/akaunting/akaunting,master,,,NOASSERTION,2017-06-21T14:17:56Z,2026-09-10T16:26:35Z,2026-09-09T23:58:42Z,86999.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-09T23:58:42+00:00,True,True,phpunit.xml,True,True,True,"test: ['composer install --prefer-dist --no-interaction --no-scripts --no-progress --no-ansi', 'composer dump-autoload']",^8.1,^10.0,False,False,,False,True,Eligible,2026-09-11T14:20:49.678110+00:00,8.1.0,8.1.0,1,False,PHP-8.1,10.0.0,10.0.0,1,False,Laravel-10,PHP-8.1__Laravel-10,Single constraint,PHPUnit + Composer test,2026
P1043,igudy/employees-management-system,https://github.com/igudy/employees-management-system,master,,,,2021-11-10T13:24:49Z,2026-07-21T19:14:46Z,2026-07-21T19:14:18Z,2284.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-07-21T19:14:18+00:00,True,True,phpunit.xml,True,True,False,,^7.3|^8.0,^8.65,False,False,,False,True,Eligible,2026-09-11T14:20:53.161126+00:00,7.3.0,8.0.0,2,True,"PHP-Multi[7.3,8.0]",8.65.0,8.65.0,1,False,Laravel-8,"PHP-Multi[7.3,8.0]__Laravel-8",Multi-PHP,PHPUnit,2026
P1044,kalwar/NameApp,https://github.com/kalwar/NameApp,main,,,,2025-05-05T12:49:51Z,2025-05-22T07:33:44Z,2025-05-22T04:17:04Z,124.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-05-22T04:17:04+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:20:56.853880+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2025
P1050,koel/koel,https://github.com/koel/koel,master,,,MIT,2015-12-06T12:13:19Z,2026-09-10T11:24:56Z,2026-09-09T15:45:32Z,27990.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-09T15:45:32+00:00,True,True,phpunit.xml.dist,True,True,True,test: @php artisan test --parallel,>=8.3,^13.0,False,False,,False,True,Eligible,2026-09-11T14:21:00.968793+00:00,8.3.0,8.3.0,1,False,PHP-8.3,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.3__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1058,laravelkr/website,https://github.com/laravelkr/website,master,,,MIT,2019-02-28T13:08:12Z,2026-06-21T09:02:09Z,2026-06-21T09:02:05Z,10223.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-06-21T09:02:05+00:00,True,True,phpunit.xml,True,True,False,,^8.5,^13.0,False,False,,False,True,Eligible,2026-09-11T14:21:09.517033+00:00,8.5.0,8.5.0,1,False,PHP-8.5,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.5__Laravel-13,Single constraint,PHPUnit,2026
P1062,hackedon/ctf-manager,https://github.com/hackedon/ctf-manager,master,,,MIT,2019-10-24T08:24:01Z,2025-08-15T11:46:08Z,2025-08-15T11:46:05Z,853.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-08-15T11:46:05+00:00,True,True,phpunit.xml,True,True,False,,^7.0,7.*,False,False,,False,True,Eligible,2026-09-11T14:21:14.033737+00:00,7.0.0,7.0.0,1,False,PHP-7.0,7.0.0,7.0.0,1,False,Laravel-7,PHP-7.0__Laravel-7,Single constraint,PHPUnit,2025
P1078,rakibhasansabbir/Laravel-Ecommerce-API,https://github.com/rakibhasansabbir/Laravel-Ecommerce-API,master,,,MIT,2018-10-18T19:39:40Z,2026-09-07T07:07:49Z,2026-09-05T22:08:06Z,2085.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-05T22:08:06+00:00,True,True,phpunit.xml,True,True,False,,^8.1,^9.0,False,False,,False,True,Eligible,2026-09-11T14:21:17.632827+00:00,8.1.0,8.1.0,1,False,PHP-8.1,9.0.0,9.0.0,1,False,Laravel-9,PHP-8.1__Laravel-9,Single constraint,PHPUnit,2026
P1100,fernaerell/Website-Profile-SMK-PR,https://github.com/fernaerell/Website-Profile-SMK-PR,main,,,,2023-11-22T05:17:28Z,2025-04-02T00:33:11Z,2025-04-02T00:33:07Z,8592.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-04-02T00:33:07+00:00,True,True,phpunit.xml,True,True,False,,^8.1,^10.10,False,False,,False,True,Eligible,2026-09-11T14:21:34.489191+00:00,8.1.0,8.1.0,1,False,PHP-8.1,10.10.0,10.10.0,1,False,Laravel-10,PHP-8.1__Laravel-10,Single constraint,PHPUnit,2025
P1108,YasserElgammal/tasks-management,https://github.com/YasserElgammal/tasks-management,main,,,,2023-08-21T19:32:06Z,2026-03-01T08:42:29Z,2026-03-01T08:42:31Z,279.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-03-01T08:42:31+00:00,True,True,phpunit.xml,True,True,False,,^8.1,^10.10,False,False,,False,True,Eligible,2026-09-11T14:21:42.368226+00:00,8.1.0,8.1.0,1,False,PHP-8.1,10.10.0,10.10.0,1,False,Laravel-10,PHP-8.1__Laravel-10,Single constraint,PHPUnit,2026
P1109,yassine-serrafi/weesaas-ai-store-laravel,https://github.com/yassine-serrafi/weesaas-ai-store-laravel,main,,,MIT,2026-06-23T15:54:04Z,2026-07-08T15:07:57Z,2026-06-26T19:51:12Z,316.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-06-26T19:51:12+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:21:45.778317+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2026
P1115,RodneySsemambo/retail-management-dashboard,https://github.com/RodneySsemambo/retail-management-dashboard,main,,,,2025-10-22T10:44:47Z,2026-05-12T11:33:59Z,2026-03-05T05:13:00Z,1725.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-03-05T05:13:00+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:21:58.808877+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2026
P1118,wyxos/atlas,https://github.com/wyxos/atlas,main,,,MIT,2025-10-27T20:47:53Z,2026-09-04T22:05:15Z,2026-09-04T22:05:08Z,45009.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-04T22:05:08+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test --compact']",^8.4,^12.0,False,False,,False,True,Eligible,2026-09-11T14:22:02.797980+00:00,8.4.0,8.4.0,1,False,PHP-8.4,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.4__Laravel-12,Single constraint,PHPUnit + Composer test,2026
P1168,AmirPeyravan/ai-chat-bot,https://github.com/AmirPeyravan/ai-chat-bot,amirhossein,,,,2025-05-17T08:53:23Z,2026-09-07T15:28:05Z,2025-06-10T08:32:27Z,83.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-06-10T08:32:27+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:22:26.807283+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2025
P1172,spatie/spatie.be,https://github.com/spatie/spatie.be,main,,,,2018-07-20T13:12:13Z,2026-09-07T14:41:05Z,2026-09-07T14:40:53Z,151031.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-07T14:40:53+00:00,True,True,phpunit.xml,True,True,True,test: ./vendor/bin/pest --parallel,^8.4,^13.0,False,False,,False,True,Eligible,2026-09-11T14:22:31.209568+00:00,8.4.0,8.4.0,1,False,PHP-8.4,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.4__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1176,rakarmp/forum-,https://github.com/rakarmp/forum-,master,,,,2023-02-07T12:02:16Z,2025-02-24T14:16:12Z,2025-04-29T02:05:05Z,3827.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-04-29T02:05:05+00:00,True,True,phpunit.xml,True,True,False,,^7.3|^8.0,^8.40,False,False,,False,True,Eligible,2026-09-11T14:22:38.770809+00:00,7.3.0,8.0.0,2,True,"PHP-Multi[7.3,8.0]",8.40.0,8.40.0,1,False,Laravel-8,"PHP-Multi[7.3,8.0]__Laravel-8",Multi-PHP,PHPUnit,2025
P1178,theihasan/geezap,https://github.com/theihasan/geezap,main,,,,2024-06-22T01:30:11Z,2026-08-08T10:13:18Z,2026-03-17T11:43:14Z,11663.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-03-17T11:43:14+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:22:42.115987+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit,2026
P1191,BlueStarSystem/aura-starter-kit,https://github.com/BlueStarSystem/aura-starter-kit,master,,,,2026-08-19T20:58:56Z,2026-08-22T10:30:31Z,2026-08-20T05:20:13Z,272.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-08-20T05:20:13+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi @no_additional_args', '@php artisan test']",^8.4,^13.17,False,False,,False,True,Eligible,2026-09-11T14:22:45.690262+00:00,8.4.0,8.4.0,1,False,PHP-8.4,13.17.0,13.17.0,1,False,Laravel-13,PHP-8.4__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1195,sqlik/sesmograph,https://github.com/sqlik/sesmograph,main,,,NOASSERTION,2026-08-11T17:44:57Z,2026-09-07T00:09:04Z,2026-08-14T21:37:01Z,11963.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-08-14T21:37:01+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi @no_additional_args', '@php artisan test']",^8.3,^13.8,False,False,,False,True,Eligible,2026-09-11T14:22:53.774809+00:00,8.3.0,8.3.0,1,False,PHP-8.3,13.8.0,13.8.0,1,False,Laravel-13,PHP-8.3__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1205,otatechie/guacpanel-tailwind,https://github.com/otatechie/guacpanel-tailwind,main,,,MIT,2025-01-30T16:41:06Z,2026-08-31T08:53:09Z,2026-08-31T08:51:03Z,14042.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-08-31T08:51:03+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.3,^13.0,False,False,,False,True,Eligible,2026-09-11T14:23:02.390027+00:00,8.3.0,8.3.0,1,False,PHP-8.3,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.3__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1207,engsahaly/filament_php_course,https://github.com/engsahaly/filament_php_course,master,,,,2025-10-04T23:10:06Z,2026-06-21T15:08:14Z,2025-11-25T08:35:01Z,1944.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-11-25T08:35:01+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:23:06.540570+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit + Composer test,2025
P1212,ahmedemadm90/tickets,https://github.com/ahmedemadm90/tickets,master,,,,2022-01-16T09:51:22Z,2026-08-12T06:38:47Z,2026-08-12T06:26:05Z,32219.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-08-12T06:26:05+00:00,True,True,phpunit.xml,True,True,False,,^7.3|^8.0,^8.65,False,False,,False,True,Eligible,2026-09-11T14:23:10.506824+00:00,7.3.0,8.0.0,2,True,"PHP-Multi[7.3,8.0]",8.65.0,8.65.0,1,False,Laravel-8,"PHP-Multi[7.3,8.0]__Laravel-8",Multi-PHP,PHPUnit,2026
P1217,AkibaAT/fvn.li,https://github.com/AkibaAT/fvn.li,development,,,MIT,2024-03-04T23:31:21Z,2026-09-07T14:11:40Z,2026-09-07T14:13:19Z,24746.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-07T14:13:19+00:00,True,True,phpunit.xml,True,True,True,"test: ['@test:all'] | test:php: php artisan test --env=testing --testsuite=Unit,Feature | test:browser: bun run test:e2e | test:a11y: bun run test:a11y | test:browser:pest: bash scripts/pest-browser-ddev.sh | test:frontend: ['bun run test:js:coverage', '@test:browser:pest'] | test:all: ['@test:php', '@test:frontend', '@test:browser', '@test:a11y'] | test:coverage: XDEBUG_MODE=coverage php artisan test --env=testing --testsuite=Unit,Feature --coverage | test:coverage:clover: mkdir -p build/logs && XDEBUG_MODE=coverage php artisan test --env=testing --testsuite=Unit,Feature --coverage-clover=build/logs/clover.xml | test:coverage:audit: php scripts/audit-php-coverage.php build/logs/clover.xml | test:parallel: php artisan test --env=testing --parallel | test:unit: php artisan test --env=testing --testsuite=Unit | test:feature: php artisan test --env=testing --testsuite=Feature | migrate:test: php artisan migrate:fresh --seed --env=testing",^8.5,^13.0,False,False,,False,True,Eligible,2026-09-11T14:23:19.187083+00:00,8.5.0,8.5.0,1,False,PHP-8.5,13.0.0,13.0.0,1,False,Laravel-13,PHP-8.5__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1226,4xmen/xshop,https://github.com/4xmen/xshop,master,,,NOASSERTION,2023-05-30T12:24:51Z,2026-09-09T13:40:40Z,2026-09-04T13:12:41Z,111098.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-04T13:12:41+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^12.25,False,False,,False,True,Eligible,2026-09-11T14:23:22.401688+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.25.0,12.25.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit,2026
P1229,nafiesl/free-pmo,https://github.com/nafiesl/free-pmo,master,,,MIT,2017-11-21T14:19:36Z,2026-09-09T14:02:23Z,2026-09-04T08:18:53Z,4217.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-04T08:18:53+00:00,True,True,phpunit.xml,True,True,False,,^7.3|^8.0,^8.0,False,False,,False,True,Eligible,2026-09-11T14:23:26.221458+00:00,7.3.0,8.0.0,2,True,"PHP-Multi[7.3,8.0]",8.0.0,8.0.0,1,False,Laravel-8,"PHP-Multi[7.3,8.0]__Laravel-8",Multi-PHP,PHPUnit,2026
P1245,hrace009/PW-Panel,https://github.com/hrace009/PW-Panel,master,,,MIT,2022-02-05T10:18:48Z,2026-07-25T07:18:14Z,2026-07-15T06:27:35Z,11481.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-07-15T06:27:35+00:00,True,True,phpunit.xml,True,True,False,,^7.3|^8.0,^8.75,False,False,,False,True,Eligible,2026-09-11T14:23:34.941002+00:00,7.3.0,8.0.0,2,True,"PHP-Multi[7.3,8.0]",8.75.0,8.75.0,1,False,Laravel-8,"PHP-Multi[7.3,8.0]__Laravel-8",Multi-PHP,PHPUnit,2026
P1253,ekomh170/Project-PKWU_WorkshopLogic-TA,https://github.com/ekomh170/Project-PKWU_WorkshopLogic-TA,master,,,NOASSERTION,2024-12-18T07:54:13Z,2025-09-07T05:09:56Z,2025-07-12T13:19:18Z,107619.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-07-12T13:19:18+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^11.31,False,False,,False,True,Eligible,2026-09-11T14:23:38.305916+00:00,8.2.0,8.2.0,1,False,PHP-8.2,11.31.0,11.31.0,1,False,Laravel-11,PHP-8.2__Laravel-11,Single constraint,PHPUnit,2025
P1264,jaredchesebro/ee7-coilpack,https://github.com/jaredchesebro/ee7-coilpack,main,,,,2023-03-29T21:20:54Z,2026-08-07T15:39:34Z,2026-08-07T15:38:39Z,17926.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-08-07T15:38:39+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^12.0,False,False,,False,True,Eligible,2026-09-11T14:23:53.086869+00:00,8.2.0,8.2.0,1,False,PHP-8.2,12.0.0,12.0.0,1,False,Laravel-12,PHP-8.2__Laravel-12,Single constraint,PHPUnit,2026
P1266,amitavroy/xpense-manager,https://github.com/amitavroy/xpense-manager,main,,,,2025-10-06T14:10:19Z,2026-09-08T04:19:17Z,2026-09-06T10:10:21Z,5284.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-06T10:10:21+00:00,True,True,phpunit.xml,True,True,True,"test: ['@php artisan config:clear --ansi', '@php artisan test']",^8.2,^13.30.1,False,False,,False,True,Eligible,2026-09-11T14:23:57.905931+00:00,8.2.0,8.2.0,1,False,PHP-8.2,13.30.1,13.30.1,1,False,Laravel-13,PHP-8.2__Laravel-13,Single constraint,PHPUnit + Composer test,2026
P1284,AKAME007/laravel-vue-cli-3,https://github.com/AKAME007/laravel-vue-cli-3,master,,,,2025-06-05T01:05:05Z,2025-07-29T14:31:00Z,2025-06-05T01:06:10Z,485.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2025-06-05T01:06:10+00:00,True,True,phpunit.xml,True,True,False,,^7.1.3,5.6.*,False,False,,False,True,Eligible,2026-09-11T14:24:05.993918+00:00,7.1.3,7.1.3,1,False,PHP-7.1,5.6.0,5.6.0,1,False,Laravel-5,PHP-7.1__Laravel-5,Single constraint,PHPUnit,2025
P1286,vickypandey14/Laravel-Reverb-chat-application,https://github.com/vickypandey14/Laravel-Reverb-chat-application,main,,,,2024-06-06T17:13:57Z,2026-02-01T00:15:18Z,2026-01-10T18:28:03Z,190.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-01-10T18:28:03+00:00,True,True,phpunit.xml,True,True,False,,^8.2,^11.9,False,False,,False,True,Eligible,2026-09-11T14:24:11.155711+00:00,8.2.0,8.2.0,1,False,PHP-8.2,11.9.0,11.9.0,1,False,Laravel-11,PHP-8.2__Laravel-11,Single constraint,PHPUnit,2026
P1287,UTRS2/utrs,https://github.com/UTRS2/utrs,master,,,AGPL-3.0,2020-03-08T11:23:08Z,2026-08-31T07:20:18Z,2026-08-31T07:51:51Z,13169.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-08-31T07:51:51+00:00,True,True,phpunit.xml.dist,True,True,True,"test: ['parallel-lint . --exclude vendor --exclude node_modules', '@php artisan test']",^8.2,^11,False,False,,False,True,Eligible,2026-09-11T14:24:15.166851+00:00,8.2.0,8.2.0,1,False,PHP-8.2,11.0.0,11.0.0,1,False,Laravel-11,PHP-8.2__Laravel-11,Single constraint,PHPUnit + Composer test,2026
P1290,aardnsyhs/grajavan,https://github.com/aardnsyhs/grajavan,main,,,,2024-09-11T07:02:42Z,2026-03-03T03:32:35Z,2026-09-09T23:16:05Z,1182.0,False,False,False,Confirmed Laravel Application,True,True,True,True,True,True,True,2026-09-09T23:16:05+00:00,True,True,phpunit.xml,True,True,False,,^8.1,^10.10,False,False,,False,True,Eligible,2026-09-11T14:24:19.084681+00:00,8.1.0,8.1.0,1,False,PHP-8.1,10.10.0,10.10.0,1,False,Laravel-10,PHP-8.1__Laravel-10,Single constraint,PHPUnit,2026
